ANT1,1,TE Connectivity Linx,ANT-868-CHP-T
BH1,1,KeyStone,108
C1 C2 C3 C5,4,TDK,CGA3E2X7R1E104K080AA
C10 C11,2,Samsung,CL21B475KPFNFNE
Q1,1,Vishay Siliconix,SI2367DS-T1-GE3
R1 R2 R3,3,YAGEO,CR0603-FX-4701ELF
R4,1,YAGEO,AC0603JR-07330KL
SW1,1,Wurth Elektronik,434351045816
SW2,1,Wurth Elektronik,434133025816
U2,1,ROHM,BR24G1MFVT-5AE2
U1,1,Seeed Technology,114993121
U3,1,Sensirion,SHT40-BD1B-R2
U4,1,ams Osram,TSL25911FN
