1,ANT-868-CHP-T,ANT1
1,108,BH1
4,CGA3E2X7R1E104K080AA,C1 C2 C3 C5
2,CL21B475KPFNFNE,C10 C11
1,SI2367DS-T1-GE3,Q1
3,CR0603-FX-4701ELF,R1 R2 R3
1,AC0603JR-07330KL,R4
1,434351045816,SW1
1,434133025816,SW2
1,BR24G1MFVT-5AE2,U2
1,114993121,U1
1,SHT40-BD1B-R2,U3
1,TSL25911FN,U4
